Index,Name1,Name,Date_of_birth,Season_year,Season,Team1,Team,Games_Played,Goals,Assists,Points,PlusMinus_Ratings,Penalty_Minutes,Shots_on_Goal,Shooting_Percentage,PowerPlay_Goals,PowerPlay_Assists,Short_Goals,Short_Assists,Game_Winning_Goals,Game_Tying_Goals,Time_on_Ice_per_Game,Production,Number,Games_Started,Wins,Losses,Ties,Overtime_Losses,Goals_Against,Goals_Against_Average,Shots_Against,Saves,Save_Percentage,Shutouts,Position1,Position,Height,Weight,x,Body_mass_index,Place_of_birth1,Place_of_birth,Age,Experience
2868,Sebastien Charpentier,సెబాస్టియన్ చార్పెంటియర్,4/18/1977,2002,'01-'02,WSH,డబ్ల్యు.ఎస్.హెచ్ ,26,0,0,0,0,0,0,NONE,0,0,0,0,0,0,60:57:00,NONE,35,2,6,14,1,0,8.66,2.46,672,606,0.936,0,Goaltender,గోల్ టెండర్ ,175,86,28.1,28.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Drummondville, Quebec","డ్రమ్మండ్‌విల్లే, క్యూబెక్",25,1
2869,Semyon Varlamov,సెమియన్ వర్లమోవ్,4/27/1988,2009,'08-'09,WSH,డబ్ల్యు.ఎస్.హెచ్ ,493,0,0,0,0,0,0,NONE,0,0,0,0,0,0,54:46:00,NONE,40,5,232,183,0,56,32.09,2.37,14839,13584,0.918,27,Goaltender,గోల్ టెండర్ ,188,95,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Kuybyshev, Russia","కుయ్బిషెవ్, రష్యా",21,1
2870,Serge Aubin,సెర్జ్ ఆబిన్,2/15/1975,1999,'98-'99,COL,సిఓఎల్,374,44,64,108,-45,361,452,0,3,2,0,5,7,1,0:00,0:00,10,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,185,91,26.6,26.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Val D'Or, Quebec","వాల్ డి'ఓర్, క్యూబెక్",24,1
2871,Serge Payer,సెర్జ్ పేయర్,5/7/1979,2001,'00-'01,FLA,ఎఫ్ఎల్ఎ,124,7,6,13,-7,49,110,14.7,0,0,1,0,0,0,7:27,53:21:00,20,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,183,87,26,26<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Rockland, Ontario","రాక్‌ల్యాండ్, అంటారియో",22,1
2872,Sergei Bautin,సెర్గీ బాటిన్,3/11/1967,1993,'92-'93,WPG,డబ్ల్యుపిజి ,132,5,25,30,-15,176,121,6.1,0,3,0,0,0,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,190,84,23.3,23.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Rogachev,రోగచెవ్,26,1
2873,Sergei Berezin,సెర్గీ బెరెజిన్,11/5/1971,1997,'96-'97,TOR,టిఓఆర్,502,160,126,286,29,54,1503,14.1,43,21,1,1,23,2,0:00,0:00,94,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,178,91,28.7,28.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Voskresensk,వోస్క్రేసెన్స్క్,26,1
2874,Sergei Bobrovsky,సెర్గీ బోబ్రోవ్స్కీ,9/20/1988,2011,'10-'11,PHI,పిహెచ్ఐ,507,0,0,0,0,0,0,NONE,0,0,0,0,0,0,55:53:00,NONE,72,52,278,172,0,43,25.71,2.59,14868,13635,0.915,34,Goaltender,గోల్ టెండర్ ,188,85,24.1,24.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Novokuznetsk, USSR","నోవోకుజ్నెట్స్క్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",23,1
2875,Sergei Brylin,సెర్గీ బ్రైలిన్,1/13/1974,1995,'94-'95,NJ,ఎన్.జె,765,129,179,308,49,273,1016,14.6,34,35,2,5,14,4,0:00,0:00,18,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,178,86,27.1,27.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Moscow, USSR","మాస్కో, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",21,1
2876,Sergei Fedorov,సెర్గీ ఫెడోరోవ్,12/13/1969,1991,'90-'91,DET,డిఇటి,1248,483,696,1179,262,839,3985,12,144,256,36,29,93,5,0:00,0:00,91,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,188,93,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Pskov, USSR","ప్స్కోవ్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",22,1
2877,Sergei Gonchar,సెర్గీ గోంచార్,4/13/1974,1995,'94-'95,WSH,డబ్ల్యు.ఎస్.హెచ్ ,1301,220,591,811,31,981,2866,5.3,102,325,2,9,35,2,0:00,0:00,55,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,93,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Chelyabinsk, USSR","చెలియాబిన్స్క్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",21,1
2878,Sergei Klimovich,సెర్గీ క్లిమోవిచ్,3/8/1974,1997,'96-'97,CHI,సిహెచ్ఐ,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,190,86,23.8,23.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Novosibirsk,నోవోసిబిర్స్క్,23,1
2879,Sergei Kostitsyn,సెర్గీ కోస్టిట్సిన్,3/20/1987,2008,'07-'08,MTL,ఎంటిఎల్,353,67,109,176,23,188,414,18.4,14,26,3,0,8,0,14:21,27:38:00,74,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,183,89,26.6,26.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Novopolotsk, USSR","నోవోపోలోట్స్క్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",21,1
2880,Sergei Krivokrasov,సెర్గీ క్రివోక్రాసోవ్,4/15/1974,1993,'92-'93,CHI,సిహెచ్ఐ,450,86,109,195,0,288,887,0,24,23,0,0,18,4,0:00,0:00,23,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,180,84,25.9,25.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Angarsk,అంగార్స్క్,19,1
2881,Sergei Makarov,సెర్గీ మకరోవ్,6/19/1958,1990,'89-'90,CGY,సిజివై,424,134,250,384,67,317,610,20.3,37,79,0,0,20,1,0:00,0:00,42,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,180,84,25.9,25.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Chelyabinsk,చెల్యాబిన్స్క్,32,1
2882,Sergei Nemchinov,సెర్గీ నెమ్చినోవ్,1/14/1964,1992,'91-'92,NYR,ఎన్.వై.ఆర్,761,152,193,345,52,251,1036,24.2,12,17,3,7,27,0,0:00,0:00,12,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,185,93,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Moscow,మాస్కో,28,1
2883,Sergei Petrenko,సెర్గీ పెట్రెంకో,9/10/1968,1994,'93-'94,BUF,బియుఎఫ్,14,0,4,4,-3,0,7,0,0,1,0,0,0,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,183,80,23.9,23.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Kharkov,ఖార్కోవ్,26,1
2884,Sergei Samsonov,సెర్గీ సామ్సోనోవ్,10/27/1978,1998,'97-'98,BOS,బిఓఎస్,888,235,336,571,11,209,1774,13.8,51,124,0,1,38,4,0:00,0:00,14,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,173,85,28.4,28.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Moscow, USSR","మాస్కో, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",20,1
2885,Sergei Shirokov,సెర్గీ షిరోకోవ్,3/9/1986,2010,'09-'10,VAN,విఎఎన్,8,1,0,1,-3,2,10,0,0,0,0,0,0,0,12:50,0:00,25,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,178,88,27.8,27.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Moscow, USSR","మాస్కో, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",24,1
2886,Sergei Vyshedkevich,సెర్గీ వైషెడ్కేవిచ్,1/3/1975,2000,'99-'00,ATL,ఎటిఎల్,30,2,5,7,-10,16,33,20,1,2,0,0,0,0,23:18,40:47:00,3,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,88,25.7,25.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Dedovask,డెడోవాస్క్,25,1
2887,Sergei Zholtok,సెర్గీ జోల్టోక్,12/2/1972,1993,'92-'93,BOS,బిఓఎస్,588,111,147,258,-35,166,1085,0,41,50,0,0,18,6,0:00,0:00,9,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,185,89,26,26<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Riga, Latvia","రిగా, లాట్వియా",21,1
2888,Sergei Zinovjev,సెర్గీ జినోవ్జెవ్,3/4/1980,2004,'03-'04,BOS,బిఓఎస్,10,0,1,1,1,2,8,0,0,0,0,0,0,0,9:48,98:01:00,54,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,178,84,26.5,26.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Novokuznetsk,నోవోకుజ్నెట్స్క్,24,1
2889,Sergei Zubov,సెర్గీ జుబోవ్,7/22/1970,1993,'92-'93,NYR,ఎన్.వై.ఆర్,1068,152,619,771,148,337,2266,8.6,81,327,5,13,22,3,0:00,0:00,56,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,91,26.6,26.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Moscow, USSR","మాస్కో, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",23,1
2890,Sergey Gusev,సెర్గీ గుసేవ్,7/31/1975,1998,'97-'98,DAL,డిఎఎల్,89,4,10,14,-20,34,87,0,1,5,0,1,1,0,0:00,0:00,11,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,93,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Nizhny Tagil,నిజ్నీ టాగిల్,23,1
2891,Sergio Momesso,సెర్గియో మొమెస్సో,9/4/1965,1984,'83-'84,MTL,ఎంటిఎల్,710,152,193,345,6,1557,1248,0,36,31,0,0,21,5,0:00,0:00,26,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,190,98,27.1,27.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Montreal, Quebec","మాంట్రియల్, క్యూబెక్",19,1
2892,Shane Churla,షేన్ చుర్ల,6/24/1965,1987,'86-'87,HAR,హెచ్ఎఆర్,488,26,45,71,-52,2297,335,0,4,5,0,0,3,1,0:00,0:00,22,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,185,91,26.6,26.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Fernie, British Columbia","ఫెర్నీ, బ్రిటిష్ కొలంబియా",22,1
2893,Shane Doan,షేన్ డోన్,10/10/1976,1996,'95-'96,PHX,పిహెచ్ఎక్స్,1540,402,570,972,-54,1353,3945,6.6,128,185,6,13,69,4,0:00,0:00,19,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,185,101,29.5,29.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Halkirk, Alberta","హాల్కిర్క్, అల్బెర్టా",20,1
2894,Shane Endicott,షేన్ ఎండికాట్,12/21/1981,2002,'01-'02,PIT,పిఐటి,45,1,2,3,-10,47,46,0,0,0,1,0,0,0,8:28,33:51:00,14,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,193,91,24.4,24.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Saskatoon, Saskatchewan","సస్కటూన్, సస్కట్చేవాన్",21,1
2895,Shane Harper,షేన్ హార్పర్,2/1/1989,2017,'16-'17,FLA,ఎఫ్ఎల్ఎ,14,2,1,3,-1,18,13,15.4,0,0,0,0,0,0,10:18,48:04:00,29,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,180,88,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Valencia, California","వాలెన్సియా, కాలిఫోర్నియా",28,1
2896,Shane Hnidy,షేన్ హ్నిడీ,11/8/1975,2001,'00-'01,OTT,ఓటిటి,550,16,55,71,14,633,453,6.4,1,2,2,1,3,0,13:05,136:07:00,34,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,95,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Neepawa, Manitoba","నీపావా, మానిటోబా",26,1
2897,Shane O'Brien,షేన్ ఓ'బ్రియన్,8/9/1983,2007,'06-'07,TB,టిబి,537,13,79,92,6,916,429,0,2,5,0,3,3,0,18:08,163:11:00,34,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,190,104,28.8,28.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Port Hope, Ontario","పోర్ట్ హోప్, అంటారియో",24,1
2898,Shane Sims,షేన్ సిమ్స్,4/30/1988,2011,'10-'11,NYI,ఎన్.వై.ఐ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6:34,0:00,55,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,88,25.7,25.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"East Amherst, New York","ఈస్ట్ అమ్హెర్స్ట్, న్యూయార్క్",23,1
2899,Shane Willis,షేన్ విల్లీస్,6/13/1977,1999,'98-'99,CAR,సిఎఆర్,174,31,43,74,-16,77,356,0,11,13,0,0,6,1,0:00,0:00,94,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,185,87,25.4,25.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Edmonton, Alberta","ఎడ్మోంటన్, అల్బెర్టా",22,1
2900,Shaone Morrisonn,షాన్ మోరిసన్,12/23/1982,2003,'02-'03,BOS,బిఓఎస్,480,11,64,75,34,455,293,0,0,0,0,5,4,0,8:57,0:00,27,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,193,95,25.5,25.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Vancouver, British Columbia","వాంకోవర్, బ్రిటిష్ కొలంబియా",21,1
2901,Shaun Heshka,షాన్ హెష్కా,6/30/1985,2010,'09-'10,PHX,పిహెచ్ఎక్స్,8,0,2,2,0,4,3,0,0,0,0,0,0,0,13:19,53:16:00,54,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,94,27.5,27.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Melville, Saskatchewan","మెల్విల్లే, సస్కట్చేవాన్",25,1
2902,Shaun Van Allen,షాన్ వాన్ అలెన్,8/29/1967,1991,'90-'91,EDM,ఇడిఎం,794,84,185,269,54,481,811,0,6,21,13,8,17,0,0:00,0:00,22,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,185,93,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Calgary, Alberta","కాల్గరీ, అల్బెర్టా",24,1
2903,Shawn Anderson,షాన్ ఆండర్సన్,2/7/1968,1987,'86-'87,BUF,బియుఎఫ్,255,11,51,62,1,117,214,7.7,6,13,0,1,0,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,91,26.6,26.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Montreal, Quebec","మాంట్రియల్, క్యూబెక్",19,1
2904,Shawn Antoski,షాన్ ఆంటోస్కీ,3/25/1970,1991,'90-'91,VAN,విఎఎన్,183,3,5,8,-20,599,92,0,0,0,0,0,1,0,0:00,0:00,11,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,193,107,28.7,28.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Brantford, Ontario","బ్రాంట్‌ఫోర్డ్, అంటారియో",21,1
2905,Shawn Bates,షాన్ బేట్స్,4/3/1975,1998,'97-'98,BOS,బిఓఎస్,465,72,126,198,-28,266,702,16.7,3,33,13,1,11,2,0:00,0:00,17,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,183,95,28.4,28.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Medford, Massachusetts","మెడ్‌ఫోర్డ్, మసాచుసెట్స్",23,1
2906,Shawn Belle,షాన్ బెల్లె,1/3/1985,2007,'06-'07,MIN,ఎంఐఎన్,20,0,1,1,1,2,12,0,0,0,0,0,0,0,9:56,89:26:00,5,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,106,31,31<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Edmonton, Alberta","ఎడ్మోంటన్, అల్బెర్టా",22,1
2907,Shawn Burr,షాన్ బర్,7/1/1966,1985,'84-'85,DET,డిఇటి,878,181,259,440,118,1069,1482,0,23,20,14,21,26,1,0:00,0:00,11,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,185,93,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Sarnia, Ontario","సర్నియా, అంటారియో",19,1
2908,Shawn Chambers,షాన్ ఛాంబర్స్,10/11/1966,1988,'87-'88,MIN,ఎంఐఎన్,625,50,185,235,-5,364,1075,3.6,20,86,5,5,6,0,0:00,0:00,27,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,91,25.8,25.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Sterling Heights, Michigan","స్టెర్లింగ్ హైట్స్, మిచిగాన్",22,1
2909,Shawn Cronin,షాన్ క్రోనిన్,8/20/1963,1989,'88-'89,WSH,డబ్ల్యు.ఎస్.హెచ్ ,292,3,18,21,-35,877,133,0,0,0,0,1,0,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,102,28.9,28.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Joliet, Illinois","జోలియట్, ఇల్లినాయిస్",26,1
2910,Shawn Heins,షాన్ హెయిన్స్,12/24/1973,1999,'98-'99,SJ,ఎస్.జె,125,4,12,16,-3,154,125,0,2,5,0,0,1,0,0:00,0:00,6,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,193,95,25.5,25.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Eganville, Ontario","ఎగన్విల్లే, అంటారియో",26,1
2911,Shawn Horcoff,షాన్ హార్కాఫ్,9/17/1978,2001,'00-'01,EDM,ఇడిఎం,1008,186,325,511,-27,624,1523,21.4,49,94,7,9,28,1,9:14,28:16:00,22,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,185,92,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Trail, British Columbia","ట్రైల్, బ్రిటిష్ కొలంబియా",23,1
2912,Shawn Lalonde,షాన్ లాలోండే,3/10/1990,2013,'12-'13,CHI,సిహెచ్ఐ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14:47,0:00,42,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,87,25.4,25.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Ottawa, Ontario","ఒట్టావా, అంటారియో",23,1
2913,Shawn Matthias,షాన్ మథియాస్,2/19/1988,2008,'07-'08,FLA,ఎఫ్ఎల్ఎ,551,90,84,174,-42,180,849,40,5,4,2,2,7,0,13:08,26:15:00,16,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,193,101,27.1,27.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Mississauga, Ontario","మిస్సిసాగా, అంటారియో",20,1
2914,Shawn McCosh,షాన్ మెక్‌కోష్,6/5/1969,1992,'91-'92,LA,ఎల్ఎ,9,1,0,1,1,6,4,0,0,0,0,0,0,0,0:00,0:00,47,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,183,85,25.4,25.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Oshawa, Ontario","ఒషావా, అంటారియో",23,1
2915,Shawn McEachern,షాన్ మెక్ ఈచెర్న్,2/28/1969,1992,'91-'92,PIT,పిఐటి,911,256,323,579,26,506,2288,0,60,72,14,10,33,5,0:00,0:00,17,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,180,88,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Waltham, Massachusetts","వాల్తామ్, మసాచుసెట్స్",23,1
2916,Shawn Thornton,షాన్ థోర్న్టన్,7/23/1977,2003,'02-'03,CHI,సిహెచ్ఐ,705,42,60,102,-33,1103,991,6.7,0,1,1,0,6,0,8:30,55:15:00,22,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,188,98,27.7,27.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Oshawa, Ontario","ఒషావా, అంటారియో",26,1
2917,Shay Stephenson,షే స్టీఫెన్సన్,9/13/1983,2007,'06-'07,LA,ఎల్ఎ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7:19,0:00,22,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,193,91,24.4,24.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Outlook, Saskatchewan","ఔట్లుక్, సస్కట్చేవాన్",24,1
2918,Shayne Corson,షేన్ కోర్సన్,8/13/1966,1986,'85-'86,MTL,ఎంటిఎల్,1156,273,420,693,44,2357,2253,0,90,113,6,10,35,6,0:00,0:00,72,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,185,93,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Barrie, Ontario","బారీ, అంటారియో",20,1
